Title,Tone
"Hilangkan Hak Warga Memilih dan Dipilih, Komnas HAM: Banyak Potensi Pelanggaran HAM dalam UU IKN!",Negative
"PP Garap Proyek Istana Kepresiden di IKN senilai Rp 2,9 Triliun",Neutral
Subsidi Naik Kalau Ada Uang Lebih,Positive
"Setiap Kali Didemo, Jokowi Kabur, Rocky Gerung: Pengecut",Negative
"Buka Muswil Ke Vll Pemuda Pancasila Provinsi Jambi, Bamsoet Sentil Gubernur Al-Haris",Negative
"Waspada Pneumonia, Dokter Sarankan Vaksinasi dan Terapkan Prokes",Neutral
"Optimistis Laba Tumbuh, PTPP Kantongi Kontrak Baru Rp 15,78 Triliun hingga Awal Agustus 2022",Positive
Persiapan Jakarta Jelang Lepas Status Ibukota,Neutral
Sistem Ketatanegaraan Saat ini Dinilai Buruk bagi Demokrasi Indonesia,Negative
Intelektual Menilai Cara Pembiayaan IKN Pemerintah Salah Arah,Negative
Politikus PDIP Desak Polri Lekas Proses Hukum Edy Mulyadi,Negative
Dubes Inggris Apresiasi Kepastian Hukum bagi Investor di Indonesia,Positive
FEI Award 2022 Sebagai Pelopor Ketahanan Energi dan Transisi Energi RI - Berita Persada,Positive
"Wah, Daerah Kawasan IKN Masuk Zona Merah Malaria! - Halaman all",Negative
"Polemik Ragam Konsesi di Kawasan IKN, Wakil Menteri ATR/BPN Beri Jawaban",Negative
Gita Bahana Nusantara 2023 Memanggil Putra-Putri Kebanggan Aceh,Neutral
"Garap Proyek IKN, Pengamat : Kualitas Teknik Waskita Karya Tak Diragukan MEDIA KALTIM",Positive
"Netty: Tentukan Skala Prioritas, Masih Banyak Target Harus Dikejar",Neutral
Thousand of Workers Stage Rally to Protest Jokowi's Job Creation Perpu,Negative
Analisis Politik: Terseok dan Rapuh,Negative
"Cak Imin Sebut Balikpapan Susah Listrik dan Air, Wali Kota Membantah: Salah, Keliru",Negative
Total Kerugian Negara di Kasus Korupsi Suami Sandra Dewi Bisa Bikin 43 Film Avengers,Negative
"Bukan Perang Terbuka, Ini Ancaman Serius RI di IKN Nusantara!",Negative
"Puncak BKK 2023, Ganjar Ajak Kader PDIP Raih Hattrick di Pemilu 2024",Positive
Sektor Industri Ramah Lingkungan Dilirik Investor Eropa,Positive
Kemenpan RB Sebut ASN Mulai Bekerja di IKN pada Oktober 2024,Neutral
Hadiri Konsultasi GMKI Wilayah XIV Kalimantan Barat Dihadiri Sutarmidji,Neutral
"Muncul Pemanfaatan Tanah Tak Berizin di Kawasan IKN, Kemendagri Peringatkan Pemda",Negative
Urgensi Pemindahan IKN Terhadap Eksistensi Kepemimpinan ASN dalam Perspektif Bela Negara - Inilah Kuningan,Positive
"Investasi IKN Terhambat Pembebasan Lahan, Menteri ATR Hadi Beberkan Progres",Negative
"Tertarik Investasi di IKN, Presiden Jokowi Bertemu Chairman Hyundai Motor Group",Positive
Siapa Rocky Gerung Sebenarnya? Ini Biodata Sosok yang Viral Usai Diduga Hina Presiden Jokowi,Negative
"Bela Heru Budi, Bamus Betawi 1982 Minta Pidato Motivasi untuk ASN DKI Tak Dipolitisir",Positive
Andi Widjajanto Menyebutkan Ancaman Pertahanan IKN Ialah Perang Hagemoni,Negative
Bamsoet Sambut Baik Ajakan Jokowi Berkemah di IKN,Positive
"Pembangunan Ibu Kota, KSP: Pemerintah Komitmen Lindungi Orang Utan dan Satwa Liar",Negative
Formajo Indonesia Institute Kecam Kenaikan Harga BBM,Negative
Info Terbaru soal Penonaktifan E-KTP Warga yang Sudah Tak Tinggal di Jakarta,Neutral
"Laporkan Edy Mulyadi-Azam Khan ke Polisi Atas Ujaran Kebencian, Pandawa: Mencabik-cabik yang Selama Ini Dijaga",Negative
"Ada IKN, Pengamat: Proyek Kereta Ceoat Jakarta-Semarang Layak Masuk Keranjang Sampah",Negative
BRI Persiapkan Buka Kantor di IKN dan Sekitarnya,Neutral
"Gunakan Pesawat Kepresidenan Indonesia-1, Presiden Jokowi Tiba di Singapura",Neutral
"Soroti Pembangunan Ibu Kota Negara Baru, Rocky Gerung: Bakal Jadi Proyek Mangkrak!",Negative
Pansus Bakal Soroti Hal Ini Saat bahas RUU Ibu Kota Negara,Negative
Menteri Erick Thohir Ajak Influencer BUMN Kalimantan Hasilkan Komunikasi Tepat Sasaran,Positive
Ditjen Dukcapil Bantu DKI Jakarta Akuratkan Data Penerima Layanan Publik & Sosial,Positive
Terbaru! Menhan Prabowo Bahas Upacara Kemerdekaan Di Ikn,Positive
Teras Narang tegaskan IKN bukan hanya untuk masyarakat di Kalimantan,Neutral
Ganjar akan Lanjutkan Pembangunan IKN,Neutral
Lemhannas Tawarkan 2 Konsep Pertahanan IKN ke Pemerintah,Neutral
"Gowes Ke Ex SPN Polda Kalimantan Timur, Kapolda Kalimantan Timur Cek Barak Personil Pengamanan IKN",Positive
Terkuak! Nama IKN 'Nusantara' Sudah Pernah Disarankan Pakar Metafisika Ini Sejak 2014,Neutral
"Pembangunan IKN Nusantara, Jokowi: Lompatan Besar Menuju Indonesia Maju",Neutral
"Dampingi Kapolda, Dansat Brimob Polda Kalimantan Timur Amankan Kunjungan Presiden Jokowi di Ibu Kota Nusantara",Positive
Poros Jakarta-Peking Jilid 2: 'Yang Bucin Setelah Puluhan Tahun Rujuk',Neutral
Bupati Pasangkayu Serahkan Masterplan Pelabuhan,Neutral
OIKN Hindari Kesenjangan 280.000 Penduduk IKN,Neutral
"Anies, Cak Imin hingga Timnas AMIN Ramai-ramai Sentil Proyek IKN",Positive
"Pemkab Kukar Terima Kunjungan ITB, Terkait Pemanfaatan Lahan Eks Tambang di IKN",Positive
"IKN dan Kudeta Konstitusi, Blunder Tirani Oligarki",Negative
BNSP sertifikasi tenaga kerja konstruksi IKN tingkatkan daya saing,Positive
Koalisi Masyarakat Kalimantan Timur Tolak UU IKN: Cacat Prosedural,Negative
"Alasan Demokrat Tolak Revisi UU IKN: Pemerintah Buru-buru, Tak Profesional",Negative
Peangarda24 Sebut Pembangunan Sangat Masif Di Era Jokowi,Neutral
Presiden Jokowi Minta Para Investor untuk Tidak Ragu Tanamkan Modalnya di IKN | Kabar Tangsel,Positive
Bappenas Paparkan Enam Strategi Transformasi Ekonomi di 2021,Neutral
Teknologi 3d Bisa Percepat Desain Ibu Kota Baru,Neutral
Pemerintah tampung aspirasi penundaan Pemilu Serentak 2024,Negative
"Biaya Kereta Cepat Membengkak Lagi, DPD RI Usul IKN Dipindah ke Bandung",Negative
Kebijakan Subsidi Era Jokowi Kritik Habis Faisal Basri,Negative
Anies Kritik Lagi IKN: Diputuskan Singkat Baru Didebatkan,Negative
Terbaru! Oikn Tegaskan Tidak Gusur Rumah Warga Di Sekitar Kota Nusantara,Neutral
"Cegah Eksploitasi, Malaysia Akan Larang Ekspor Logam Tanah Jarang",Negative
Pertamina Siap Kembangkan Pusat Riset Energi Berkelanjutan di IKN,Positive
Jakarta Terancam Jadi Kota Mati,Negative
ZTE Hadirkan Teknologi Mutakhir di Indonesia China Smart City Technology and Investment Expo 2023,Neutral
Heboh Proyek IKN Disetop Warga Gara-Gara Lahan Miliknya Belum Dibayar Pemerintah,Negative
Aksi Mimbar Demokrasi Menolak Politik Dinasti Mendekati Kawasan IKN,Positive
"PKS Satu-Satunya Fraksi yang Tolak Pengesahan UU DKJ, Ini Alasannya",Negative
"Blak-blakan Soal Nasib IKN, Omongan Anies Baswedan Bikin Kaget: Saya Heran, Kenapa.",Negative
"Gelar Aksi Demo 11 April, Ini 6 Tuntutan BEM SI pada Pemerintah",Negative
Jokowi Bagikan Momen Ngeteh Bersama Para Menteri di IKN,Neutral
Otorita IKN Buka Lowongan Pegawai Non-ASN 20 Februari,Neutral
"SoftBank Mundur dari IKN, Pakar: Investor Hindari Masalah Hukum",Positive
"Pameran Arsitektur Terbesar di Indonesia ARCH:ID 2024 Akan Digelar, Bahas Isu Keharmonisan Kota",Positive
"Pimpin Upacara Peringatan Hari Sumpah Pemuda KE-94 Tahun, PJ. Walikota Ajak Pemuda Tetap Bersatu Kebhinekaan Dalam Membangun Bangsa",Positive
Isran Kembali Singgung Isu Pindah IKN,Negative
"Dinilai Menghina Presiden Joko Widodo, Relawan Jokowi Laporkan Rocky Gerung ke Mabes Polri",Negative
"LMAN Suntik Dana Rp123,8 Triliun untuk Pengembangan Lahan pada 117 Proyek Jokowi",Neutral
Otorita IKN Ajak Masyarakat Kawasan Ikuti Pelatihan Wirausaha,Positive
Bappenas: 70% Hunian di Kawasan Inti IKN Dialokasikan bagi ASN,Positive
FKMS Dukung dan Siap Kawal Pembangunan IKN Nusantara,Positive
OIKN sebut Groundbreaking keenam IKN ditargetkan untuk proyek pendidikan,Positive
"Padukan Konsep Alam, Budaya dan Manusia, Presiden Jokowi Groundbreaking Kantor BPJS Ketenagakerjaan di IKN",Positive
Sebanyak 305 Surat Pernyataan Minat Berinvestasi di IKN,Neutral
Suku Dayak Bersama Panglima Dayak Datangi Bareskrim Polri Menyampaikan Protes Kepada Rocky Gerung,Negative
"Hadiri di Majene, Wamentan Siap Dukung Peningkatan Produksi Petani Bawang",Positive
"17 Rekomendasi Rakernas III PDIP, Lengkap",Neutral
"Indonesia di Ambang Resesi, Fahri Hamzah Minta Kandidat Capres 2024 Pikirkan Nasib Rakyat",Negative
"Tahap Awal, Smartfren Bangun Data Center di Cikarang dan Ibu Kota Baru",Neutral
"8 Tembakan Terdengar dari Kompleks Polri Pasar Minggu, Staf Korbrimob Diperiksa Propam",Negative
Perlu Perubahan untuk Hancurkan Tirani Oligarki,Negative
HNW Dukung Pengesahan RUU KUHP untuk Mengisi Kekosongan Hukum Soal LGBT,Negative
"Evaluasi Soal Sekolah Favorit dan PPDB Online, Komisi IV DPRD Panggil Disdikbud Samarinda",Positive
"KINERJA KEUANGAN TUMBUH PROGRESIF, PERTEGAS HUTAMA KARYA SEBAGAI BUMN INFRASTRUKTUR TERKEMUKA.",Neutral
BKPM Pastikan Investor Asing Masuk ke IKN Setelah 17 Agustus 2024,Neutral
Badan Otorita Pastikan RPP Insentif Investor IKN Segera Rampung,Positive
PUPR Siapkan Strategi Pelaksanaan dan Manajemen Resiko Pembangunan IKN,Positive
Jokowi invites Vietnamese entrepreneurs to invest in IKN Nusantara,Positive
Kronologi Gagalnya Penggusuran Warga Pemaluan Kalimantan Timur untuk Bangun IKN Nusantara,Negative
Wartawan Senior Pertanyakan Kaesang Anak Kemarin Sore Punya Duit Hampir Rp100 M Beli 8 Persen Saham PMMP,Positive
"Sindir Ritual Jokowi di IKN, Roy Suryo: Saya Kok Belum Lihat Foto ""Doa Bersama"" dari 6 Agama Resmi di Indonesia Kemarin Ya?",Neutral
Said Usulkan Tunda Pembangunan Ibu Kota Negara Baru,Negative
INVESTOR IKN NUSANTARA,Neutral
"Bicara Masalah Pertanian, Wakil Ketua DPRD Kalimantan Timur Sorot Pagu Anggaran",Negative
"Terancam Digusur Proyek IKN, Jokowi Diminta Dialog Langsung dengan Masyarakat Adat Selama Kemah di Titik Nol",Negative
Sejumlah Spesies Satwa Terancam Akibat Pembangunan IKN,Negative
Kemenparekraf bersama Komisi X tingkatkan kapasitas pendekor di Kalimantan Timur,Positive
JTP Hutabarat Bawa Rektor IAKN Tarutung ke Gubernur Laporkan Perubahan Jadi UKN,Negative
Pemerintah Bebaskan PPN Kendaraan Listrik Domestik Terdaftar di IKN,Positive
"Selamat Datang di Negeri PMI, Tuan Menteri",Neutral
"Soal IKN Nusantara, Linda Fauziyah : Multiplayer Effect Dirasakan Warga Kalimantan Timur",Neutral
"Di ajang WWF, Menteri PUPR Bermain Angklung Bersama Delegasi",Neutral
"Formasi CPNS 2024 Mencapai 690 Ribu, Paling Banyak Guru, Nakes dan Penempatan untuk IKN Nusantara",Neutral
KPK Temukan Indikasi Klaim Lahan di IKN,Negative
"Ditarget 4 Tahun, Pemindahan Ibu Kota Negara Dikhawatirkan Dpd Ri",Negative
"Fokus Borneo - Tinjau Persemaian Mentawir, Presiden: Ini Komitmen Kita pada Lingkungan",Neutral
"Kalimantan Timur Tuan Rumah Rakernas JMSI 2023, Eko: Dukung Pemerintah",Positive
Berita Populer Nasional: Polisi Panggil Ulang Pemeran Film Dewasa hingga Presiden Ajak Artis Tengok IKN,Neutral
"Heran Ada yang Ogah Ibukota Pindah ke Kalimantan Timur, Sekjen PAN: Beban Jakarta Sudah Terlalu Berat",Negative
Energi Watch Dukung Pemerintah Kembangkan PLTB,Positive
Elite Demokrat Beri Pesan Menohok ke Jokowi yang Gencar 'Jualan' Proyek IKN ke Pengusaha Australia,Negative
'Investasi China Menggusur Pribumi',Negative
WALIKOTA SUARAKAN SKY TRAIN,Neutral
Akademisi: Pemindahan IKN ke Kaltim upaya bangun Indonesia lebih baik,Positive
Rupiah Menguat Jelang Pertemuan FOMC Rabu Malam,Neutral
"Tanggapi Pemilihan Nama 'Nusantara' untuk Ibu Kota Baru, Rocky Gerung: Mulai Kacau.",Negative
"CCSI Konektivitas Digital, Mitsui&Co;.Ltd Jepang dan Pracheta Nusa Telekom, Kerja Sama Strategis Tingkatkan Konektivitas Digital Indonesia dengan Varuna Cable Systems",Positive
KETUA DPP PKS : BANYAK ANGGARAN NEGARA BELUM EFEKTIF,Negative
"Hadiri Brawijaya Halal Summit, Wapres: Perkuat Ekosistem Halal Indonesia",Positive
"PDIP Usul Ahok jadi Kepala Badan Otorita IKN, Begini Sikap PKS",Neutral
"Daftar BUMN yang Bakal Dapat PMN 2024, Hutama Karya Paling Banyak",Neutral
Luhut Disebut Keluhkan Rumah Dinas Menteri di IKN Kecil,Negative
Jokowi: Lebih dari 30 Investor Antre Groundbreaking di IKN,Neutral
Demo Mahasiswa Tolak Wacana Jabatan Presiden Tiga Periode Ricuh,Negative
"Berbicara di Pelantikan GMNI, Jokowi Tegaskan Pemindahan IKN Bukan untuk Gagah-gagahan",Negative
Kalimantan Timur Siapkan Paket Wisata IKN,Positive
"Gubernur Isran: Pembangun IKN Tetap Lanjut, Tunggu Pandemi Meredah",Neutral
"Orang Kaya Semakin Kaya, Orang Miskin Bertambah Banyak",Negative
Waskita (WSKT) Garap Proyek Instalasi Pengolahan Air Limbah di IKN Rp639 Miliar,Negative
Makmur dan Forkopimda PPU Dampingi Menhan Prabowo Subianto Kunjungi IKN,Neutral
Ketum JAI Meminta DPR RI Serius Bongkar Dugaan Praktik Ilegal Jual Beli Tambang Batubara di Kalimantan,Positive
Gubernur: Balikpapan dan Samarinda Akan Dikembangkan Menjadi Wilayah Segitiga IKN,Positive
DAD Balangan Gelar Diskusi Bersama Dukung Pembangunan IKN di Pulau Borneo,Positive
Nilam Sari Harap Donggala Kian Maju Dengan Rencana Daerah Penyangga IKN,Neutral
Warga Desa Padang Jaya Paser Sulap Lahan Tidur jadi Kawasan Pertanian Hortikultura | PusaranMedia.com,Neutral
Indonesia Kembali Masuk Dalam Kelompok Negara Berpendapatan Menengah Atas,Neutral
"Presiden: IKN Tidak Hanya Dibangun Pemerintah, tapi Juga Dunia Usaha",Neutral
Timnas AMIN Sebut Anies Baswedan dan Cak Imin Belum Berencana Sambangi IKN,Neutral
"Ada Lowongan yang Menantang, Otorita IKN Buka Seleksi untuk 27 Jabatan Direktur dan Kepala Biro",Negative
Ganjar resmikan Pasar Bawang Sengon di Brebes pasca revitalisasi,Positive
Sri Mulyani Patok Tekor APBN 2023 Rp 598 Triliun,Negative
"Kemarin, integrasi transportasi Jabodebek hingga dampak ""food estate""",Neutral
DKI perlu dipersiapkan jadi Kota Global via pengembangan industri,Positive
"Momentum Hari Guru Nasional, Darmawan Santosa Dorong Kesejahteraan Guru Honorer",Positive
Presiden Jokowi: Pentingnya Pengembangan Program Pendidikan di IKN,Positive
Ini Respons Otorita IKN soal Banjir Melanda Kawasan Inti IKN di Sepaku,Negative
"Waskita Beton Precast Bukukan Laba Bersih Rp806,1 Miliar Pada 2019",Positive
"Kepala Otorita IKN Harus Arsitek, Risma : Harus Lapor Dulu | Politik",Negative
Iwan Bule dan Hashim Saksikan Projo Jawa Barat Deklarasi Dukung Prabowo Subianto jadi Presiden RI tahun 2024,Positive
"49 Ikan Paus Terdampar di Perairan Bangkalan, Khofifah Minta Dokter Hewan Teliti Penyebab Kematian",Negative
Sulteng Siapkan Tiga Sektor Jadi Penyangga IKN,Positive
"LaNyalla Ingatkan Pemerintah, Dukungan Publik Terhadap IKN Nusantara Menurun",Negative
Saat Jatam Kalimantan Timur Menggugat Untuk 7 Dokumen Soal Bendungan dan Intake di IKN,Negative
Timnas AMIN Berencana Oper Anggaran IKN ke 14 Kota,Neutral
"Tempat Berkumpul, Berkreasi, dan Bersosialisasi",Positive
"Bawa Spirit Kerukunan, PKS Kukar Dukung Pembangunan IKN",Positive
Ekonom Senior Faisal Basri Sebut Jokowi Paling Banyak Rugikan Negara,Negative
Gubernur Sulawesi Barat marah lihat Pelabuhan Palipi terbengkalai,Negative
"Dinilai Lakukan Cawe-cawe Pemilu, Denny Indrayana Demo Jokowi di Australia",Negative
Kalimantan Timur siap jadi tuan rumah sambut Y20 bahas isu keberlanjutan - JogoBoyo #JagaNKRI,Negative
"Ibu Kota Baru Disebut Merusak Alam, Jokowi&#58; Hutannya Juga Sudah Rusak",Negative
"Ahok Diisukan Jadi Kepala Otorita IKN, Anak Buah Megawati Tutup Mulut",Negative
Ibu Kota Nusantara BerpotensiSebagai Penghubung Lintas ASEAN dan Perekat Kota,Positive
Groundbreaking IKN Baru Diprediksi Ramadan Ini,Neutral
"Gerbang Menuju IKN, PLN Tambah 2 SPKLU di Kalimantan",Neutral
Bupati Nonaktif PPU Diduga Pelaku Bagi-bagi Kaveling di IKN Nusantara,Negative
Pansus III DPRD Sintang Tunda 2 Raperda Yang Dibahas,Negative
Kepala Perpusnas RI Tinjau Gedung Layanan Perpustakaan Daerah di PPU,Positive
Proyek Listrik dan Kereta Cepat Bisa Membuat Indonesia Senasib dengan Uganda - inilahkendari.com,Neutral
Dr Boyke Ungkap Jenis Mr P yang Disukai Perempuan: Hitam Lebih Seksi,Neutral
Otorita IKN Buka Seleksi Jabatan Pimpinan Tinggi Madya Untuk Warga Kalimantan Timur,Neutral
"Foxconn Cs Mau Investasi Rp 118 T, Ini Tindakan Pemerintah",Positive
"Tuntut Tuntaskan Permasalahan Kota, Mahasiswa Gelar Unjuk Rasa",Negative
"CEK FAKTA: Jokowi Resmi Tunjuk Ahok Sebagai Plt Gubernur DKI Jakarta, Benarkah?",Neutral
Rektor Paramadina: Ridwan Saidi budayawan kritis namun santun,Negative
Kritikan Rocky Gerung terhadap Jokowi Dinilai Negatif dan Berlebihan,Negative
Kafilah PPU Diminta Jaga Nama Baik Serambi IKN,Positive
"Tingkatkan Mutu Pendidikan STIA Tabalong Tambah Prodi Jurusan, Ini Pesan Ketua Yayasan Saraba Kawa",Neutral
Catatan Agustinus Edy Kristianto Ngeri-Ngeri Sedap.,Negative
"Bawa Pesan Khusus, Presiden PKS dan Kang Aher Safari ke Malang",Negative
Inilah Harapan Pengamat Ekonomi Pembangunan untuk Pemenang Pilpres Nanti,Neutral
Perpusnas Perluas Program Transformasi Perpustakaan Berbasis Inklusi Sosial di Kalimantan Selatan,Neutral
KORIKA Gelar AIIS 2023,Neutral
"Wapres Ma'ruf Amin Bertemu PM Yunani Kyriakos Mitsotakis, Ajak Investasi di IKN",Neutral
Rapsel Ali Sosialisasi Pembangunan IKN,Positive
Otorita Ibu Kota Baru Beroperasi Paling Lambat Akhir Tahun Ini,Negative
Pangkalan TNI AL Balikpapan Satuan Penyangga IKN Nusantara dan Kelasnya Akan Dijadikan Kodamar,Negative
"""Whoosh"" dipilih jadi nama Kereta Cepat Jakarta-Bandung",Neutral
Sang Raja-Telinga Tuli Mata Buta,Negative
Progres Pembangunan Istana Presiden di IKN Sudah 15%,Neutral
Bhima: Gaduh IKN Nusantara Bikin Hengkang SoftBank,Negative
OIKN: Tak setetes air hujan di IKN terbuang percuma,Negative
"Ucapkan Perkataan Meresahkan, Advokat Tuntut Rocky Gerung Segera Diproses Hukum",Negative
"Utang RI Capai Rp 8.253 T, Komisi XI: Ruang Fiskal & Penerimaan Tak Kuat Menopang Proyek Mercusuar",Negative
"Siapa Bilang Dana IKN Cekak? Luhut Bilang, Arab Saudi Bakal Investasi Gede",Positive
"Hari Pertama Kerja, Menteri PANRB Bahas WFA hingga Pemindahan ASN ke IKN",Neutral
"Gerindra Ingin Prabowo Presiden, Muzani: Kami Ingin Kekayaan Indonesia Digunakan untuk Kemakmuran Rakyat",Positive
Jokowi Ingin Indonesia Punya Istana Bukan Peninggalan Kolonial,Neutral
"IKN membawa berkah bagi Samarinda, Subandi: Samarinda harus Siapkan SDM yang Unggul",Positive
Pesan Presiden Jokowi ke Polri: Kecerobohan Sekecil Apapun Bisa Merusak Kepercayaan,Negative
Kementerian PUPR Bangun 22 Menara Rusun Pekerja di IKN - RedaksiHarian.com,Neutral
MENKEU SRI MULYANI INDRAWATI: - Subsidi Energi (BBM) Habis Oktober 2022,Positive
Diskusi Soal Infrastruktur Kang Emil Ngomongnya Pedas,Negative
Inspirasi MRT Jakarta untuk IKN Nusantara (Bag 2) - ANTARA News,Positive
"7 Rekomendasi Film Terbaru di Netflix Mei 2022, Ada Horor, Drama, dan Komedi",Negative
"Laksanakan Inpres, PUPR Bangun Jalan Langensari - Kadubera Senilai Rp13,5 Miliar",Positive
Presiden Jokowi Sebut Kebebasan Pers Pilar Penting Kemajuan Indonesia,Positive
"Jelang FOMC dan RDG BI pada September 2022, Cermati Rekomendasi Saham Analis",Positive
Alwi Al Qadri: Atasi Kemacetan Dengan Flyover,Positive
"Presiden Jokowi Tinjau Pusat Pelatihan PSSI: Mei Selesai, Juni Dipakai",Neutral
"Telkomsel Luncurkan Pengalaman Wisata Digital ""Jelajah Nusantara 2.0""",Positive
"PNS Wajib Baca Nih! Pindah ke IKN Nusantara, ASN Harus Ikuti Prosedur Ini - Harian Haluan",Neutral
Komisi 1 DPR Puji Konsep Smart Defence Jederal Dudung di IKN,Positive
Gembong Kritik Anies Bawa Tanah Dari Kampung Akuarium Untuk IKN,Negative
Indonesia Cari Pemodal Baru Proyek Ibu Kota Baru,Neutral
PPHN Jadi Payung Hukum Presiden dalam Susun Rencana Pembangunan,Positive
"Azam Khan Sebut 'Hanya Monyet', Warganet Marah Serukan #TangkapAzamKhan dan #WargaKalimantanBukanMonyet - Klik Anggaran",Negative
"Dukungan Penuh PII untuk IKN Mematahkan Keraguan Banyak Orang, Hamdam : Optimis Meski Harus Berproses - okeborneo.com",Neutral
Jepang kaji proyek jalur kereta api IKN,Negative
"SEGERA.! Gubernur Isran Noor: Ibu Kota Pindah Kaltim, Jawa Sentris Menjadi Indonesia Sentris",Neutral
"Dari Washington DC, Presiden Jokowi Bertolak ke San Francisco",Neutral
Pemerintah Waspadai Konflik Lahan di Ibu Kota Negara (IKN),Negative
JAM-Intelijen pimpin Rapat pembahasan Permasalahan Dalam Pembangunan IKN,Negative
"4 Gubernur Batal Camping di IKN Nusantara Bersama Jokowi, Mengapa?",Neutral
Pengamat soroti pidato Presiden Jokowi terkait IKN,Negative
"Pemindahan IKN ke Wilayah Sepaku, Ini Tanggapan Ketua MUI PPU | PusaranMedia.com",Neutral
Ketua DPRD Balangan DukungPenguatan Lembaga Adat Dayak,Neutral
"MEMUKAU! Inilah 5 Rekomendasi Tempat Wisata Dekat IKN Nusantara, Cocok untuk Destinasi Keluarga",Positive
Fuad Bawazier: Kemungkinan Besar Proyek Pembangunan IKN akan Mangkrak,Negative
"Softbank Jepang Batal Investasi 100 Miliar Dolar AS di Proyek IKN, Ini yang Jadi Alasannya.",Negative
"Bersama Gubernur, Presiden Jokowi Dijadwalkan Berkemah di Lokasi IKN",Neutral
"Kemarin, KRI dilelang hingga PDIP sanksi Arteria Dahlan",Negative
"Jakarta Dikepung Polusi Hingga Buat Kesehatan Terancam, Begini Kata WALHI dan Dokter Paru",Negative
"Fuad Bawazier: IKN Tidak Urgen, Kemungkinan Besar Akan Mangkrak",Negative
